unique_name,pod5_path,outfolder
MakuP20_Monarch,/data/humangen_external/Daniela/MakuP20_Monarch/20241118_1246_P2S-01141-A_PBA60487_937c1ff5/pod5,/data/humangen_external/Daniela/MakuP20_Monarch/
